"","COUNTYFP","YEAR","Total_DEQ_withdrawals","SF_Unreported_Eff_precip_method_all_counties","SF_Unreported_Coeff_method_Deq_irri_counties","DEQ_Irrigation_withdrawals","LF_Unreported_Coeff_method_Deq_irri_counties","LF_Unreported_Eff_precip_method_all_counties","Total_irrigation_withdarwals_calculated"
"1989",125,2017,1035.72252,22.39,21.41,474.32,-236.67,-269.09,496.71
"1990",127,2017,6832.186418,3.26,3.91,24.19,30.77,72.04,99.49
"1991",131,2017,883.160583,10.71,6.85,529.24973,933.73,1298.12027,1838.08
"1992",133,2017,123.933924,0.36,NA,NA,NA,6.56,6.92
"1993",135,2017,392.2,9.55,NA,NA,NA,48.38,57.93
"1994",137,2017,638.69024,10.97,NA,NA,NA,134.12,145.09
"1995",139,2017,658.17335,5.32,4.25,25.55,55.92,41.92,72.79
"1996",141,2017,232.381726,11.76,NA,NA,NA,43.24,55
"1997",143,2017,929.003341,26.92,NA,0,NA,785.29,812.21
"1998",145,2017,69.956393,4.41,4.77,4.3,12.53,11.13,19.84
"1999",147,2017,428.133855,7.99,NA,NA,NA,21.16,29.15
"2000",149,2017,156.847466,1.44,NA,NA,NA,0,1.44
"2001",153,2017,25403.4781039,11.46,11.01,14.541,616.07,190.879,216.88
"2002",155,2017,1598.12,5.44,NA,NA,NA,34.09,39.53
"2003",157,2017,12.237,13.77,NA,NA,NA,16,29.77
"2004",159,2017,102.71097,3.65,NA,NA,NA,25.06,28.71
"2005",161,2017,4181.9055,14.59,8.75,0.75,-0.7,6.55,21.89
"2006",163,2017,670.42992,13.12,NA,NA,NA,18.84,31.96
"2007",165,2017,8875.608445,64.88,59.25,254.245,996.95,962.875,1282
"2008",167,2017,453.982509,5.55,NA,NA,NA,20.99,26.54
"2009",169,2017,415.799,10.82,NA,NA,NA,19.43,30.25
"2010",171,2017,2336.51783,27.73,25.98,36.38,161.84,153.5,217.61
"2011",173,2017,2062.959199,6.71,NA,NA,NA,15.26,21.97
"2012",175,2017,2809.935864,2.48,2.11,138.2595,260.43,192.0505,332.79
"2013",177,2017,4081.041726,6.8,0.13,0.146,0.04,16.694,23.64
"2014",179,2017,4400.723,3.95,NA,NA,NA,21.33,25.28
"2015",181,2017,119.07845,4.73,6.5,43.719,261.62,157.861,206.31
"2016",183,2017,541.786839,2.31,8.23,195.364,979.95,9.626,207.3
"2017",185,2017,1537.287,6.7,NA,NA,NA,49.91,56.61
"2018",187,2017,3619.16156,9.88,NA,NA,NA,0,9.88
"2019",191,2017,3971.443,21.33,NA,NA,NA,42.47,63.8
"2020",193,2017,436.639511,11.12,10.97,321.7426,-9.44,-34.2326,332.8626
"2021",195,2017,2262.56029,1.86,NA,NA,NA,2.8,4.66
"2022",197,2017,2789.952249,10.4,NA,NA,NA,22.77,33.17
"2023",199,2017,6494.847647,3.09,NA,NA,NA,1.1,4.19
"2024",510,2017,0,NA,NA,NA,NA,NA,0
"2025",520,2017,0.64307,NA,NA,NA,NA,NA,0
"2026",530,2017,386.08243,NA,NA,NA,NA,NA,0
"2027",540,2017,16.231906,NA,NA,NA,NA,NA,0
"2028",550,2017,1982.654924,6.06,6.65,0.896212,12.57,18.28379,25.240002
"2029",580,2017,808.85,NA,NA,NA,NA,NA,0
"2030",590,2017,1919.63,NA,NA,NA,NA,NA,0
"2031",595,2017,315.875,NA,NA,NA,NA,NA,0
"2032",600,2017,11.4,NA,NA,NA,NA,NA,0
"2033",620,2017,304.411,NA,NA,NA,NA,NA,0
"2034",630,2017,8.544,NA,NA,NA,NA,NA,0
"2035",640,2017,641.76,NA,NA,NA,NA,NA,0
"2036",650,2017,4.177963,NA,NA,NA,NA,NA,0
"2037",660,2017,26.2,NA,NA,NA,NA,NA,0
"2038",670,2017,52827.289,NA,NA,NA,NA,NA,0
"2039",680,2017,29.842,NA,NA,NA,NA,NA,0
"2040",683,2017,4863.309,NA,NA,NA,NA,NA,0
"2041",685,2017,9.5,NA,NA,NA,NA,NA,0
"2042",690,2017,816.24,NA,NA,NA,NA,NA,0
"2043",700,2017,12034.686723,NA,NA,NA,NA,NA,0
"2044",710,2017,150.26557,NA,NA,NA,NA,NA,0
"2045",720,2017,283.76,NA,NA,NA,NA,NA,0
"2046",730,2017,28.7818,NA,NA,3.6,NA,NA,3.6
"2047",740,2017,43.372477,NA,NA,NA,NA,NA,0
"2048",750,2017,881.59,NA,NA,NA,NA,NA,0
"2049",760,2017,23884.7701019,NA,NA,1.19,NA,NA,1.19
"2050",770,2017,5237.064649,NA,NA,NA,NA,NA,0
"2051",775,2017,1527.638,NA,NA,NA,NA,NA,0
"2052",800,2017,35939.419179,8.1,8.07,111.95,-44.35,-45.23,120.05
"2053",810,2017,10503.862962,3.95,NA,NA,NA,17.15,21.1
"2054",820,2017,1757.41,NA,NA,NA,NA,NA,0
"2055",830,2017,409.953,NA,NA,NA,NA,NA,0
"2056",790,2002,NA,NA,NA,NA,NA,NA,0
"2057",520,2002,NA,NA,NA,NA,NA,NA,0
"2058",790,2003,NA,NA,NA,NA,NA,NA,0
"2059",520,2003,NA,NA,NA,NA,NA,NA,0
"2060",790,2004,NA,NA,NA,NA,NA,NA,0
"2061",520,2004,NA,NA,NA,NA,NA,NA,0
"2062",790,2005,NA,NA,NA,NA,NA,NA,0
"2063",520,2005,NA,NA,NA,NA,NA,NA,0
"2064",790,2006,NA,NA,NA,NA,NA,NA,0
"2065",520,2006,NA,NA,NA,NA,NA,NA,0
"2066",790,2007,NA,NA,NA,NA,NA,NA,0
"2067",520,2007,NA,NA,NA,NA,NA,NA,0
"2068",790,2008,NA,NA,NA,NA,NA,NA,0
"2069",520,2008,NA,NA,NA,NA,NA,NA,0
"2070",790,2009,NA,NA,NA,NA,NA,NA,0
"2071",678,2009,NA,NA,NA,NA,NA,NA,0
"2072",520,2009,NA,NA,NA,NA,NA,NA,0
"2073",790,2010,NA,NA,NA,NA,NA,NA,0
"2074",678,2010,NA,NA,NA,NA,NA,NA,0
"2075",520,2010,NA,NA,NA,NA,NA,NA,0
"2076",790,2011,NA,NA,NA,NA,NA,NA,0
"2077",678,2011,NA,NA,NA,NA,NA,NA,0
"2078",790,2012,NA,NA,NA,NA,NA,NA,0
"2079",685,2012,NA,NA,NA,NA,NA,NA,0
"2080",678,2012,NA,NA,NA,NA,NA,NA,0
"2081",790,2013,NA,NA,NA,NA,NA,NA,0
"2082",685,2013,NA,NA,NA,NA,NA,NA,0
"2083",678,2013,NA,NA,NA,NA,NA,NA,0
"2084",840,2014,NA,NA,NA,NA,NA,NA,0
"2085",790,2014,NA,NA,NA,NA,NA,NA,0
"2086",678,2014,NA,NA,NA,NA,NA,NA,0
"2087",840,2015,NA,NA,NA,NA,NA,NA,0
"2088",790,2015,NA,NA,NA,NA,NA,NA,0
"2089",678,2015,NA,NA,NA,NA,NA,NA,0
"2090",840,2016,NA,NA,NA,NA,NA,NA,0
"2091",790,2016,NA,NA,NA,NA,NA,NA,0
"2092",678,2016,NA,NA,NA,NA,NA,NA,0
"2093",840,2017,NA,NA,NA,NA,NA,NA,0
"2094",790,2017,NA,NA,NA,NA,NA,NA,0
"2095",678,2017,NA,NA,NA,NA,NA,NA,0
